,index,Cube Name,Cubecon Type,cardID,addedTmsp,details_name,details_full_name,details_artist,details_rarity,details_color_identity,details_colors,details_set,details_released_at,details_cmc,details_parsed_cost,details_type,details_elo,details_popularity,details_cubeCount,details_loyalty,details_power,details_toughness
306,306,The Museum of Modern,Pre-Accepted,2b49dfb7-dbe7-4a2b-b9de-c620a0db2e47,1680101944936,Tarmogoyf,Tarmogoyf [mm3-141],Ryan Barger,mythic,['G'],['G'],mm3,2017-03-17,2,"['g', '1']",Creature — Lhurgoyf,1340.1999999997265,7.619021107500018,10948,,*,1+*
307,307,The Museum of Modern,Pre-Accepted,2b49dfb7-dbe7-4a2b-b9de-c620a0db2e47,1680101959264,Tarmogoyf,Tarmogoyf [mm3-141],Ryan Barger,mythic,['G'],['G'],mm3,2017-03-17,2,"['g', '1']",Creature — Lhurgoyf,1340.1999999997265,7.619021107500018,10948,,*,1+*
308,308,The Museum of Modern,Pre-Accepted,b2e2a777-0705-4a37-937d-c6e020ebc0f0,1680101998088,Goblin Guide,Goblin Guide [zen-126],Warren Mahy,rare,['R'],['R'],zen,2009-10-02,1,['r'],Creature — Goblin Scout,1384.2999999993672,12.995761797721531,18674,,2,2
309,309,The Museum of Modern,Pre-Accepted,8936bf9d-c973-4bce-b5c2-2a01b7953638,1689689372360,Harsh Mentor,Harsh Mentor [akh-135],Shreya Shetty,rare,['R'],['R'],akh,2017-04-28,2,"['r', '1']",Creature — Human Cleric,1146.399999999943,2.229057782912181,3203,,2,2
310,310,The Museum of Modern,Pre-Accepted,b81c6c8b-a9cf-4866-89ba-7f8ad077b836,1680102011215,Monastery Swiftspear,Monastery Swiftspear [ktk-118],Steve Argyle,uncommon,['R'],['R'],ktk,2014-09-26,1,['r'],Creature — Human Monk,1409.1000000006384,20.80546721134641,29896,,1,2
311,311,The Museum of Modern,Pre-Accepted,471979de-f569-444a-8651-12d7e726949a,1684860479886,Stormbreath Dragon,Stormbreath Dragon [ths-143],Slawomir Maniak,mythic,['R'],['R'],ths,2013-09-27,5,"['r', 'r', '3']",Creature — Dragon,1351.9000000000642,1.8936204268823116,2721,,4,4
312,312,The Museum of Modern,Pre-Accepted,0405b1b9-976a-4aaf-bec6-fa006decea74,1680102038174,Reckless Bushwhacker,Reckless Bushwhacker [ogw-116],Kieran Yanner,uncommon,['R'],['R'],ogw,2016-01-22,3,"['r', '2']",Creature — Goblin Warrior Ally,1296.6999999999923,2.744740523198764,3944,,2,1
313,313,The Museum of Modern,Pre-Accepted,e349c204-3a93-4bf7-b79a-5f5f261ea2d3,1680102045087,Young Pyromancer,Young Pyromancer [m14-163],Cynthia Sheppard,uncommon,['R'],['R'],m14,2013-07-19,2,"['r', '1']",Creature — Human Shaman,1340.8000000015616,24.477879924561392,35173,,2,1
314,314,The Museum of Modern,Pre-Accepted,a6c10816-e825-452a-90b0-80eb9f20bd6d,1680102053685,Eidolon of the Great Revel,Eidolon of the Great Revel [jou-94],Cyril Van Der Haegen,rare,['R'],['R'],jou,2014-05-02,2,"['r', 'r']",Enchantment Creature — Spirit,1264.6000000001764,6.910566276714941,9930,,2,2
315,315,The Museum of Modern,Pre-Accepted,8068a146-f6fe-46f3-a42e-822fbc3502e6,1680102077993,Skullcrack,Skullcrack [gtc-106],Dave Kendall,uncommon,['R'],['R'],gtc,2013-02-01,2,"['r', '1']",Instant,1293.6000000000104,1.3855928959657047,1991,,,
316,316,The Museum of Modern,Pre-Accepted,301f13dd-39b8-4a93-9c05-3dc4fa1f1c75,1680102082268,Searing Blaze,Searing Blaze [wwk-90],James Paick,common,['R'],['R'],wwk,2010-02-05,2,"['r', 'r']",Instant,1271.4000000003834,4.712825259407208,6772,,,
317,317,The Museum of Modern,Pre-Accepted,e768c957-3a1f-42f5-853a-96942f645df5,1680102091235,Lightning Bolt,Lightning Bolt [m11-149],Christopher Moeller,common,['R'],['R'],m11,2010-07-16,1,['r'],Instant,1657.5000000052673,30.799691007912703,44257,,,
318,318,The Museum of Modern,Pre-Accepted,e768c957-3a1f-42f5-853a-96942f645df5,1680102092948,Lightning Bolt,Lightning Bolt [m11-149],Christopher Moeller,common,['R'],['R'],m11,2010-07-16,1,['r'],Instant,1657.5000000052673,30.799691007912703,44257,,,
319,319,The Museum of Modern,Pre-Accepted,e768c957-3a1f-42f5-853a-96942f645df5,1680102094374,Lightning Bolt,Lightning Bolt [m11-149],Christopher Moeller,common,['R'],['R'],m11,2010-07-16,1,['r'],Instant,1657.5000000052673,30.799691007912703,44257,,,
320,320,The Museum of Modern,Pre-Accepted,f1e4a028-6462-4373-9864-a8adfc78d52b,1684945609877,Inferno Titan,Inferno Titan [m11-146],Kev Walker,mythic,['R'],['R'],m11,2010-07-16,6,"['r', 'r', '4']",Creature — Giant,1309.6000000000413,12.736876535391424,18302,,6,6
321,321,The Museum of Modern,Pre-Accepted,07fafa53-1e22-43f5-abf3-bbab8130f84d,1680102149378,Tribal Flames,Tribal Flames [mma-138],Zack Stella,uncommon,['R'],['R'],mma,2013-06-07,2,"['r', '1']",Sorcery,1241.499999999976,1.5261703771234507,2193,,,
322,322,The Museum of Modern,Pre-Accepted,88dde96e-6824-4d26-9fb5-86b9f3c50959,1680102155992,Rift Bolt,Rift Bolt [tsp-176],Michael Sutfin,common,['R'],['R'],tsp,2006-10-06,3,"['r', '2']",Sorcery,1377.3999999999671,7.267577404605652,10443,,,
323,323,The Museum of Modern,Pre-Accepted,190ac2fe-532d-4d7e-9d74-07ae6850aac8,1684444657801,Izzet Staticaster,Izzet Staticaster [rtr-173],Scott M. Fischer,uncommon,"['R', 'U']","['R', 'U']",rtr,2012-10-05,3,"['r', 'u', '1']",Creature — Human Wizard,1133.099999999998,0.7843109963602959,1127,,0,3
324,324,The Museum of Modern,Pre-Accepted,580fbbf8-ba7e-4889-a5ea-d066f3ea8cea,1680102181575,Splinter Twin,Splinter Twin [mm2-129],Goran Josic,rare,['R'],['R'],mm2,2015-05-22,4,"['r', 'r', '2']",Enchantment — Aura,1389.8000000007655,7.493754045082224,10768,,,
325,325,The Museum of Modern,Pre-Accepted,349f13c9-9a4e-4460-873e-fec58798646c,1680102222112,Bitterblossom,Bitterblossom [mm2-71],Rebecca Guay,mythic,['B'],['B'],mm2,2015-05-22,2,"['b', '1']",Tribal Enchantment — Faerie,1448.0000000003586,12.64501402295171,18170,,,
326,326,The Museum of Modern,Pre-Accepted,175d5a88-2597-4e85-aed6-7a65c0595fb4,1680102230007,Smallpox,Smallpox [tsp-131],Janine Johnston,uncommon,['B'],['B'],tsp,2006-10-06,2,"['b', 'b']",Sorcery,1269.099999999894,3.199181588525537,4597,,,
327,327,The Museum of Modern,Pre-Accepted,7271436b-897a-4b24-a5d2-d29dbea8c1bf,1684445065764,Raven's Crime,Raven's Crime [mma-95],Warren Mahy,common,['B'],['B'],mma,2013-06-07,1,['b'],Sorcery,1218.499999999954,2.173383532948717,3123,,,
328,328,The Museum of Modern,Pre-Accepted,6a3ff5c3-0fdb-4d54-b4e5-ce7bad9953f0,1680102262792,Inquisition of Kozilek,Inquisition of Kozilek [roe-115],Tomasz Jedruszek,uncommon,['B'],['B'],roe,2010-04-23,1,['b'],Sorcery,1423.0000000018374,14.592220915423855,20968,,,
329,329,The Museum of Modern,Pre-Accepted,b281a308-ab6b-47b6-bec7-632c9aaecede,1680102271759,Thoughtseize,Thoughtseize [2xm-109],Aleksi Briclot,rare,['B'],['B'],2xm,2020-08-07,1,['b'],Sorcery,1572.6000000035501,15.615235258502501,22438,,,
330,330,The Museum of Modern,Pre-Accepted,b5e81649-9954-424c-89d1-f87d73b66047,1680102285888,Fatal Push,Fatal Push [aer-57],Eric Deschamps,uncommon,['B'],['B'],aer,2017-01-20,1,['b'],Instant,1419.1000000003924,15.269358980604483,21941,,,
331,331,The Museum of Modern,Pre-Accepted,1c665cfc-7e9a-444b-96b5-e8e4ef57a98a,1680102291203,Go for the Throat,Go for the Throat [mbs-43],David Rapoza,uncommon,['B'],['B'],mbs,2011-02-04,2,"['b', '1']",Instant,1364.7000000000646,12.661020369816205,18193,,,
332,332,The Museum of Modern,Pre-Accepted,064dfdeb-485f-473e-9fa0-8fdb7638cdc6,1680102298494,Dismember,Dismember [nph-57],Terese Nielsen,uncommon,['B'],['B'],nph,2011-05-13,3,"['b-p', 'b-p', '1']",Instant,1441.5999999998444,14.543505946705825,20898,,,
333,333,The Museum of Modern,Pre-Accepted,16e040c3-bf42-4a5b-aeb3-5dc9921151e5,1680102316277,Death's Shadow,Death's Shadow [wwk-57],Howard Lyon,rare,['B'],['B'],wwk,2010-02-05,1,['b'],Creature — Avatar,1224.9999999999268,1.597155045826867,2295,,13,13
334,334,The Museum of Modern,Pre-Accepted,05cf51d8-9f91-42ff-99e9-4397f2251c20,1680102331759,Dark Confidant,Dark Confidant [mm2-75],Scott M. Fischer,mythic,['B'],['B'],mm2,2015-05-22,2,"['b', '1']",Creature — Human Wizard,1482.40000000001,12.70416791353789,18255,,2,1
335,335,The Museum of Modern,Pre-Accepted,63870c81-63bf-4a9a-aeb5-74c6eaded9f1,1680102343370,Bloodghast,Bloodghast [zen-83],Daarken,rare,['B'],['B'],zen,2009-10-02,2,"['b', 'b']",Creature — Vampire Spirit,1287.0000000005582,10.186299958940241,14637,,2,1
336,336,The Museum of Modern,Pre-Accepted,5c963d97-c948-45d9-84cc-58e246d35970,1680102356357,Zulaport Cutthroat,Zulaport Cutthroat [bfz-126],Jason Rainville,uncommon,['B'],['B'],bfz,2015-10-02,2,"['b', '1']",Creature — Human Rogue Ally,1292.2999999993197,14.035478415789218,20168,,1,1
337,337,The Museum of Modern,Pre-Accepted,b281a308-ab6b-47b6-bec7-632c9aaecede,1680102376581,Thoughtseize,Thoughtseize [2xm-109],Aleksi Briclot,rare,['B'],['B'],2xm,2020-08-07,1,['b'],Sorcery,1572.6000000035501,15.615235258502501,22438,,,
338,338,The Museum of Modern,Pre-Accepted,b281a308-ab6b-47b6-bec7-632c9aaecede,1680102378779,Thoughtseize,Thoughtseize [2xm-109],Aleksi Briclot,rare,['B'],['B'],2xm,2020-08-07,1,['b'],Sorcery,1572.6000000035501,15.615235258502501,22438,,,
339,339,The Museum of Modern,Pre-Accepted,11bf83bb-c95b-4b4f-9a56-ce7a1816307a,1680102394021,Delver of Secrets,Delver of Secrets [isd-51],Nils Hamm,common,['U'],['U'],isd,2011-09-30,1,['u'],Creature — Human Wizard,1287.3999999997059,10.338708218215222,14856,,1,1
340,340,The Museum of Modern,Pre-Accepted,9e5b279e-4670-4a1e-87d0-3cab7e4f9e58,1680102397648,Snapcaster Mage,Snapcaster Mage [isd-78],Volkan Baǵa,rare,['U'],['U'],isd,2011-09-30,2,"['u', '1']",Creature — Human Wizard,1543.9000000035128,16.76560444837257,24091,,2,1
341,341,The Museum of Modern,Pre-Accepted,3899605d-2203-4ab6-9ff5-69490382eea4,1680102404244,Spellstutter Sprite,Spellstutter Sprite [mma-65],Rebecca Guay,common,['U'],['U'],mma,2013-06-07,2,"['u', '1']",Creature — Faerie Wizard,1332.1999999999184,2.503949392106783,3598,,1,1
342,342,The Museum of Modern,Pre-Accepted,b58a6a63-c7d8-4f2f-acaf-b0a871eb5a7c,1680102416908,Pestermite,Pestermite [mma-59],Christopher Moeller,common,['U'],['U'],mma,2013-06-07,3,"['u', '2']",Creature — Faerie Rogue,1306.8000000006582,10.156375049584879,14594,,2,1
343,343,The Museum of Modern,Pre-Accepted,1f123ad6-fe84-4fed-9c0f-6b41921e9c26,1680102422031,Deceiver Exarch,Deceiver Exarch [nph-33],Izzy,uncommon,['U'],['U'],nph,2011-05-13,3,"['u', '2']",Creature — Phyrexian Cleric,1358.1000000002757,7.1597085453014415,10288,,1,4
344,344,The Museum of Modern,Pre-Accepted,d169a3b2-18ae-4414-98ef-d879676fdcc0,1684382752252,Wear // Tear,Wear // Tear [dgm-135],Ryan Pancoast,uncommon,"['R', 'W']","['R', 'W']",dgm,2013-05-03,3,"['w', 'split', 'r', '1']",Instant,1221.900000000208,1.2136986492035102,1744,,,
345,345,The Museum of Modern,Pre-Accepted,88bf1ebb-9d85-4b9b-a614-c7f965c0893d,1680102506788,Thought Scour,Thought Scour [dka-52],David Rapoza,common,['U'],['U'],dka,2012-02-03,1,['u'],Instant,1319.0999999998155,8.221694863354513,11814,,,
346,346,The Museum of Modern,Pre-Accepted,79418c88-5335-4a02-bcad-c1a611be25b7,1680102511966,Spell Snare,Spell Snare [mma-64],Hideaki Takamura,uncommon,['U'],['U'],mma,2013-06-07,1,['u'],Instant,1327.6000000000636,1.6479577989185277,2368,,,
347,347,The Museum of Modern,Pre-Accepted,cb3d3901-e4a6-45ab-a7b5-c65d91e1875e,1680102521069,Spell Pierce,Spell Pierce [zen-67],Vance Kovacs,common,['U'],['U'],zen,2009-10-02,1,['u'],Instant,1434.20000000047,11.684633211081959,16790,,,
348,348,The Museum of Modern,Pre-Accepted,999440a5-9659-4218-8594-1950f1155975,1689561462150,Threads of Disloyalty,Threads of Disloyalty [bok-56],Anthony S. Waters,rare,['U'],['U'],bok,2005-02-04,3,"['u', 'u', '1']",Enchantment — Aura,1273.1999999999923,1.0480677555622055,1506,,,
349,349,The Museum of Modern,Pre-Accepted,6b123efa-8631-4a07-970d-ff4f980a0522,1680102559164,Mana Leak,Mana Leak [m12-63],Howard Lyon,common,['U'],['U'],m12,2011-07-15,2,"['u', '1']",Instant,1547.2000000029557,21.325325520380254,30643,,,
350,350,The Museum of Modern,Pre-Accepted,581f3780-c480-48c6-b15c-1618f2feccb9,1680102562409,Remand,Remand [rav-63],Mark A. Nelson,uncommon,['U'],['U'],rav,2005-10-07,2,"['u', '1']",Instant,1487.3000000026857,15.20950916189376,21855,,,
351,351,The Museum of Modern,Pre-Accepted,995486ce-58bb-4753-a812-0ca73ef1a235,1684525767458,Gitaxian Probe,Gitaxian Probe [nph-35],Chippy,common,['U'],['U'],nph,2011-05-13,1,['u-p'],Sorcery,1522.300000002062,11.227408433257013,16133,,,
352,352,The Museum of Modern,Pre-Accepted,4bc61952-88ba-447a-835a-f1e9643fcd0d,1680102601398,Serum Visions,Serum Visions [5dn-36],Ben Thompson,common,['U'],['U'],5dn,2004-06-04,1,['u'],Sorcery,1439.3000000000388,11.305352383205863,16245,,,
353,353,The Museum of Modern,Pre-Accepted,94b38464-39cd-4ee6-b9bf-a0bc1e128d9a,1684444400116,Saheeli Rai,Saheeli Rai [kld-186],Willian Murai,mythic,"['R', 'U']","['R', 'U']",kld,2016-09-30,3,"['r', 'u', '1']",Legendary Planeswalker — Saheeli,1321.2999999999322,2.7565713013160003,3961,3,,
354,354,The Museum of Modern,Pre-Accepted,9e5b279e-4670-4a1e-87d0-3cab7e4f9e58,1680102722709,Snapcaster Mage,Snapcaster Mage [isd-78],Volkan Baǵa,rare,['U'],['U'],isd,2011-09-30,2,"['u', '1']",Creature — Human Wizard,1543.9000000035128,16.76560444837257,24091,,2,1
355,355,The Museum of Modern,Pre-Accepted,9e5b279e-4670-4a1e-87d0-3cab7e4f9e58,1680102724204,Snapcaster Mage,Snapcaster Mage [isd-78],Volkan Baǵa,rare,['U'],['U'],isd,2011-09-30,2,"['u', '1']",Creature — Human Wizard,1543.9000000035128,16.76560444837257,24091,,2,1
356,356,The Museum of Modern,Pre-Accepted,b0aaec1c-8084-4468-82e7-2e4cc5ebe244,1680102743990,Steppe Lynx,Steppe Lynx [zen-36],Nic Klein,common,['W'],['W'],zen,2009-10-02,1,['w'],Creature — Cat,1176.6000000000633,2.0042729986846957,2880,,0,1
357,357,The Museum of Modern,Pre-Accepted,9e9d7c1c-3bfd-4705-9bc2-5ca3f84cc32a,1689690971330,Serra Avenger,Serra Avenger [tsp-40],Scott M. Fischer,rare,['W'],['W'],tsp,2006-10-06,2,"['w', 'w']",Creature — Angel,1234.2000000000319,1.1983882304635578,1722,,3,3
358,358,The Museum of Modern,Pre-Accepted,824423ff-6441-4be6-b754-810adf9ca6a2,1680102812968,"Thalia, Guardian of Thraben","Thalia, Guardian of Thraben [dka-24]",Jana Schirmer & Johannes Voss,rare,['W'],['W'],dka,2012-02-03,2,"['w', '1']",Legendary Creature — Human Soldier,1427.5999999999028,16.238090929968752,23333,,2,1
359,359,The Museum of Modern,Pre-Accepted,4d3473d0-b46f-41f5-ac1e-ba217f7747d4,1680102819381,Stoneforge Mystic,Stoneforge Mystic [2xm-31],Mike Bierek,rare,['W'],['W'],2xm,2020-08-07,2,"['w', '1']",Creature — Kor Artificer,1513.6000000009522,12.822475694710251,18425,,1,2
360,360,The Museum of Modern,Pre-Accepted,44bdbed8-5d21-4bf5-8a32-9623b1139c85,1684444451800,Felidar Guardian,Felidar Guardian [aer-19],Jakub Kasper,uncommon,['W'],['W'],aer,2017-01-20,4,"['w', '3']",Creature — Cat Beast,1296.3999999997595,5.202758659085689,7476,,1,4
361,361,The Museum of Modern,Pre-Accepted,d332f494-386c-4aaa-9854-d78e75a91e81,1680102842084,Flickerwisp,Flickerwisp [mma-16],Jeremy Enecio,uncommon,['W'],['W'],mma,2013-06-07,3,"['w', 'w', '1']",Creature — Elemental,1323.4000000008116,17.863779028901895,25669,,3,1
362,362,The Museum of Modern,Pre-Accepted,c2ad8639-e586-47f4-baca-2a1af5aa281b,1680102852877,Restoration Angel,Restoration Angel [avr-32],Johannes Voss,rare,['W'],['W'],avr,2012-05-04,4,"['w', '3']",Creature — Angel,1318.1999999997456,17.90483878824995,25728,,3,4
363,363,The Museum of Modern,Pre-Accepted,47227cfa-4cef-4874-b331-d2f628f29dae,1684445443630,Reclamation Sage,Reclamation Sage [m15-194],Christopher Moeller,uncommon,['G'],['G'],m15,2014-07-18,3,"['g', '2']",Creature — Elf Shaman,1262.1999999993923,20.24524507108906,29091,,2,1
364,364,The Museum of Modern,Pre-Accepted,061df0a2-1967-4ddd-84e3-3ecf3af98f6b,1680102874333,Path to Exile,Path to Exile [mm3-17],Todd Lockwood,uncommon,['W'],['W'],mm3,2017-03-17,1,['w'],Instant,1534.600000002354,22.819483203774713,32790,,,
365,365,The Museum of Modern,Pre-Accepted,0dd21f5e-d284-4072-87b9-7f0e6140fe60,1680102888897,Intangible Virtue,Intangible Virtue [isd-19],Clint Cearley,uncommon,['W'],['W'],isd,2011-09-30,2,"['w', '1']",Enchantment,1184.299999999739,6.906390707967681,9924,,,
366,366,The Museum of Modern,Pre-Accepted,b768efa2-e56b-4a7e-ace8-d673f10e0714,1684383076804,Birthing Pod,Birthing Pod [nph-104],Daarken,rare,['G'],['G'],nph,2011-05-13,4,"['g-p', '3']",Artifact,1220.9000000006386,8.66848071931131,12456,,,
367,367,The Museum of Modern,Pre-Accepted,531cba81-afd7-4be4-adec-87edb77ba2a9,1684944771193,Archangel of Thune,Archangel of Thune [m14-5],James Ryman,mythic,['W'],['W'],m14,2013-07-19,5,"['w', 'w', '3']",Creature — Angel,1355.3000000001769,4.3530304190183235,6255,,3,4
368,368,The Museum of Modern,Pre-Accepted,061df0a2-1967-4ddd-84e3-3ecf3af98f6b,1680102919785,Path to Exile,Path to Exile [mm3-17],Todd Lockwood,uncommon,['W'],['W'],mm3,2017-03-17,1,['w'],Instant,1534.600000002354,22.819483203774713,32790,,,
369,369,The Museum of Modern,Pre-Accepted,061df0a2-1967-4ddd-84e3-3ecf3af98f6b,1680102924699,Path to Exile,Path to Exile [mm3-17],Todd Lockwood,uncommon,['W'],['W'],mm3,2017-03-17,1,['w'],Instant,1534.600000002354,22.819483203774713,32790,,,
370,370,The Museum of Modern,Pre-Accepted,af7091c9-5f98-4078-a42b-c9e057346d9b,1680102966493,Hallowed Fountain,Hallowed Fountain [rtr-241],Jung Park,rare,"['U', 'W']",[],rtr,2012-10-05,0,[''],Land — Plains Island,1423.0999999993417,20.827040983207254,29927,,,
371,371,The Museum of Modern,Pre-Accepted,af7091c9-5f98-4078-a42b-c9e057346d9b,1680102972715,Hallowed Fountain,Hallowed Fountain [rtr-241],Jung Park,rare,"['U', 'W']",[],rtr,2012-10-05,0,[''],Land — Plains Island,1423.0999999993417,20.827040983207254,29927,,,
372,372,The Museum of Modern,Pre-Accepted,8c2996d9-3287-4480-8c04-7a378e37e3cf,1680102976772,Flooded Strand,Flooded Strand [ktk-233],Andreas Rocha,rare,[],[],ktk,2014-09-26,0,[''],Land,1602.1000000046542,18.353712428580376,26373,,,
373,373,The Museum of Modern,Pre-Accepted,8c2996d9-3287-4480-8c04-7a378e37e3cf,1680102980283,Flooded Strand,Flooded Strand [ktk-233],Andreas Rocha,rare,[],[],ktk,2014-09-26,0,[''],Land,1602.1000000046542,18.353712428580376,26373,,,
374,374,The Museum of Modern,Pre-Accepted,ff2f5f58-9a95-4ca6-93a0-813738f0072f,1680102984360,Polluted Delta,Polluted Delta [ktk-239],Vincent Proce,rare,[],[],ktk,2014-09-26,0,[''],Land,1614.7000000043327,18.396164044177517,26434,,,
375,375,The Museum of Modern,Pre-Accepted,ff2f5f58-9a95-4ca6-93a0-813738f0072f,1680102986103,Polluted Delta,Polluted Delta [ktk-239],Vincent Proce,rare,[],[],ktk,2014-09-26,0,[''],Land,1614.7000000043327,18.396164044177517,26434,,,
376,376,The Museum of Modern,Pre-Accepted,47fde349-010e-4a2e-838e-e924dbeec355,1680102990705,Watery Grave,Watery Grave [gtc-249],Raymond Swanland,rare,"['B', 'U']",[],gtc,2013-02-01,0,[''],Land — Island Swamp,1425.5999999995377,20.84304733007175,29950,,,
377,377,The Museum of Modern,Pre-Accepted,47fde349-010e-4a2e-838e-e924dbeec355,1680102992660,Watery Grave,Watery Grave [gtc-249],Raymond Swanland,rare,"['B', 'U']",[],gtc,2013-02-01,0,[''],Land — Island Swamp,1425.5999999995377,20.84304733007175,29950,,,
378,378,The Museum of Modern,Pre-Accepted,8bd5828b-8dcd-4ce6-b834-ebe9cbaa12d1,1680102998387,Blood Crypt,Blood Crypt [rtr-238],Vincent Proce,rare,"['B', 'R']",[],rtr,2012-10-05,0,[''],Land — Swamp Mountain,1423.3999999991195,21.021900858079377,30207,,,
379,379,The Museum of Modern,Pre-Accepted,8bd5828b-8dcd-4ce6-b834-ebe9cbaa12d1,1680103000290,Blood Crypt,Blood Crypt [rtr-238],Vincent Proce,rare,"['B', 'R']",[],rtr,2012-10-05,0,[''],Land — Swamp Mountain,1423.3999999991195,21.021900858079377,30207,,,
380,380,The Museum of Modern,Pre-Accepted,7f430794-0d86-4f6a-97e0-4bbb6716d613,1680103004177,Bloodstained Mire,Bloodstained Mire [ktk-230],Daarken,rare,[],[],ktk,2014-09-26,0,[''],Land,1572.2000000040905,18.4393115878992,26496,,,
381,381,The Museum of Modern,Pre-Accepted,7f430794-0d86-4f6a-97e0-4bbb6716d613,1680103005735,Bloodstained Mire,Bloodstained Mire [ktk-230],Daarken,rare,[],[],ktk,2014-09-26,0,[''],Land,1572.2000000040905,18.4393115878992,26496,,,
382,382,The Museum of Modern,Pre-Accepted,a8503cca-7e7d-44c4-8587-81376b396398,1680103010322,Wooded Foothills,Wooded Foothills [ktk-249],Jonas De Ro,rare,[],[],ktk,2014-09-26,0,[''],Land,1612.6000000033134,18.133799141224696,26057,,,
383,383,The Museum of Modern,Pre-Accepted,a8503cca-7e7d-44c4-8587-81376b396398,1680103012964,Wooded Foothills,Wooded Foothills [ktk-249],Jonas De Ro,rare,[],[],ktk,2014-09-26,0,[''],Land,1612.6000000033134,18.133799141224696,26057,,,
384,384,The Museum of Modern,Pre-Accepted,f29f3415-971c-4a5d-aae9-3893f4bdab1e,1680103017662,Stomping Ground,Stomping Ground [gtc-247],David Palumbo,rare,"['G', 'R']",[],gtc,2013-02-01,0,[''],Land — Mountain Forest,1387.1999999990037,20.689943142672224,29730,,,
385,385,The Museum of Modern,Pre-Accepted,f29f3415-971c-4a5d-aae9-3893f4bdab1e,1680103019219,Stomping Ground,Stomping Ground [gtc-247],David Palumbo,rare,"['G', 'R']",[],gtc,2013-02-01,0,[''],Land — Mountain Forest,1387.1999999990037,20.689943142672224,29730,,,
386,386,The Museum of Modern,Pre-Accepted,b821e604-f9fd-47a4-b5ff-bfb5022834c2,1680103023292,Temple Garden,Temple Garden [rtr-248],Volkan Baǵa,rare,"['G', 'W']",[],rtr,2012-10-05,0,[''],Land — Forest Plains,1339.499999999167,20.603648055228856,29606,,,
387,387,The Museum of Modern,Pre-Accepted,b821e604-f9fd-47a4-b5ff-bfb5022834c2,1680103025143,Temple Garden,Temple Garden [rtr-248],Volkan Baǵa,rare,"['G', 'W']",[],rtr,2012-10-05,0,[''],Land — Forest Plains,1339.499999999167,20.603648055228856,29606,,,
388,388,The Museum of Modern,Pre-Accepted,e7b28650-cddc-4878-b1d1-b5a764f4df49,1680103029937,Windswept Heath,Windswept Heath [ktk-248],Yeong-Hao Han,rare,[],[],ktk,2014-09-26,0,[''],Land,1555.0000000030543,18.180426325569094,26124,,,
389,389,The Museum of Modern,Pre-Accepted,e7b28650-cddc-4878-b1d1-b5a764f4df49,1680103031559,Windswept Heath,Windswept Heath [ktk-248],Yeong-Hao Han,rare,[],[],ktk,2014-09-26,0,[''],Land,1555.0000000030543,18.180426325569094,26124,,,
390,390,The Museum of Modern,Pre-Accepted,6fd672bb-18cf-44e3-8dda-5310b1e0fffe,1680103035673,Godless Shrine,Godless Shrine [gtc-242],Cliff Childs,rare,"['B', 'W']",[],gtc,2013-02-01,0,[''],Land — Plains Swamp,1327.299999999197,20.909856430027908,30046,,,
